DEVICE_NAME,MAC_ADDRESS,RSSI
L6,CE:50:E4:EC:F1:0E,
60,
null,29:75:B5:E3:12:81,
74,
null,16:1B:54:E0:DA:65,
73,
null,27:1A:5F:95:ED:D8,
73,
null,16:97:FF:8B:9E:00,
74,
