DEVICE_NAME,MAC_ADDRESS,RSSI
WGX_iBeacon,DB:B0:66:C0:09:1E,
68,
1D:46:51:A3:79:8C,1D:46:51:A3:79:8C,
72,
39:30:62:45:BA:9B,39:30:62:45:BA:9B,
74,
