DEVICE_NAME,MAC_ADDRESS,RSSI
null,32:6A:C3:8A:61:78,
72,
WGX_iBeacon,F8:05:E6:24:C2:7B,
64,
WGX_iBeacon,D0:BC:C4:91:DC:BE,
58,
null,26:E1:66:0A:FD:C9,
74,
