DEVICE_NAME,MAC_ADDRESS,RSSI
null,4B:16:DD:B4:62:E5,
35,
WGX_iBeacon,F8:05:E6:24:C2:7B,
67,
L9,C9:BE:18:AB:D2:C2,
72,
WGX_iBeacon,EB:B7:16:73:62:E6,
74,
