DEVICE_NAME,MAC_ADDRESS,RSSI
null,22:D1:A2:A7:47:47,
67,
WGX_iBeacon,C0:EC:E5:67:99:2C,
69,
WGX_iBeacon,DE:C7:66:22:9B:89,
60,
WGX_iBeacon,ED:2C:C3:6B:E6:7B,
74,
