DEVICE_NAME,MAC_ADDRESS,RSSI
WGX_iBeacon,C0:EC:E5:67:99:2C,
61,
WGX_iBeacon,E5:73:ED:F0:A9:43,
74,
WGX_iBeacon,DB:B0:66:C0:09:1E,
73,
