DEVICE_NAME,MAC_ADDRESS,RSSI
WGX_iBeacon,E8:C5:00:06:63:72,
72,
null,39:30:62:45:BA:9B,
73,
null,20:C0:04:E1:97:98,
67,
null,2A:52:03:F9:09:E5,
68,
WGX_iBeacon,DB:B0:66:C0:09:1E,
71,
AIRL1,D5:9E:76:EE:30:EE,
63,
null,F1:CE:B8:35:9B:6B,
72,
null,16:1B:54:E0:DA:65,
73,
