DEVICE_NAME,MAC_ADDRESS,RSSI
AIRL2,C2:6C:15:0C:C1:C7,
67,
17:6D:15:39:F2:8E,17:6D:15:39:F2:8E,
73,
1B:F8:80:1A:BF:25,1B:F8:80:1A:BF:25,
74,
