DEVICE_NAME,MAC_ADDRESS,RSSI
null,20:C0:04:E1:97:98,
74,
null,19:D0:62:C0:DD:8A,
71,
null,39:30:62:45:BA:9B,
71,
WGX_iBeacon,DB:B0:66:C0:09:1E,
68,
null,20:C0:04:E1:97:98,
74,
null,19:D0:62:C0:DD:8A,
71,
null,39:30:62:45:BA:9B,
71,
WGX_iBeacon,DB:B0:66:C0:09:1E,
68,
