DEVICE_NAME,MAC_ADDRESS,RSSI
null,10:01:F2:01:2B:1C,
70,
null,00:9F:A7:F5:24:CF,
48,
null,34:DB:75:80:D5:83,
74,
AIRL2,C2:6C:15:0C:C1:C7,
69,
null,08:49:4B:BE:08:F4,
62,
null,34:DB:75:80:D5:83,
74,
AIRL1,D5:9E:76:EE:30:EE,
72,
null,10:01:F2:01:2B:1C,
70,
null,08:49:4B:BE:08:F4,
62,
AIRL1,D5:9E:76:EE:30:EE,
71,
AIRL2,C2:6C:15:0C:C1:C7,
71,
null,10:01:F2:01:2B:1C,
73,
