DEVICE_NAME,MAC_ADDRESS,RSSI
null,10:01:F2:01:2B:1C,
70,
null,00:9F:A7:F5:24:CF,
48,
null,34:DB:75:80:D5:83,
74,
AIRL2,C2:6C:15:0C:C1:C7,
69,
