MacAddr1,MacAddr2,MacAddr3,MacAddr4,MacAddr5,MacAddr6,MacAddr7,MacAddr8,MacAddr9,MacAddr10,MacAddr11,MacAddr12,MacAddr13,MacAddr14,MacAddr15,MacAddr16,MacAddr17,MacAddr18,MacAddr19,MacAddr20,MacAddr21,MacAddr22,MacAddr23,MacAddr24,RoomLabel
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-69,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
-70,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
-72,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
-72,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L10
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,-72,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,-72,NaN,-69,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,L11
NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,L11
NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,-74,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,L11
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72,NaN,L11
