DEVICE_NAME,MAC_ADDRESS,RSSI
null,20:BC:7E:AC:53:82,
70,
null,38:7D:1B:5E:11:D4,
74,
null,28:01:51:AB:E7:B0,
44,
null,0A:D0:BF:F2:8B:6B,
67,
null,1C:3B:96:74:26:10,
74,
WGX_iBeacon,FC:08:57:69:6C:86,
61,
WGX_iBeacon,E5:73:ED:F0:A9:43,
74,
